filename,width,height,class,xmin,ymin,xmax,ymax
11893820-3x2-xlarge_jpg.rf.cf9af1971b72f66653d385b8cdfb5ca5.jpg,512,512,no-mask,93,9,163,103
11893820-3x2-xlarge_jpg.rf.cf9af1971b72f66653d385b8cdfb5ca5.jpg,512,512,no-mask,205,86,276,200
11893820-3x2-xlarge_jpg.rf.cf9af1971b72f66653d385b8cdfb5ca5.jpg,512,512,no-mask,164,5,238,115
11893820-3x2-xlarge_jpg.rf.cf9af1971b72f66653d385b8cdfb5ca5.jpg,512,512,no-mask,426,10,491,107
11893820-3x2-xlarge_jpg.rf.cf9af1971b72f66653d385b8cdfb5ca5.jpg,512,512,no-mask,338,276,456,486
11893820-3x2-xlarge_jpg.rf.cf9af1971b72f66653d385b8cdfb5ca5.jpg,512,512,no-mask,441,177,511,350
11893820-3x2-xlarge_jpg.rf.cf9af1971b72f66653d385b8cdfb5ca5.jpg,512,512,mask,101,395,195,511
11893820-3x2-xlarge_jpg.rf.cf9af1971b72f66653d385b8cdfb5ca5.jpg,512,512,mask,49,211,136,385
11893820-3x2-xlarge_jpg.rf.cf9af1971b72f66653d385b8cdfb5ca5.jpg,512,512,mask,257,96,346,271
11893820-3x2-xlarge_jpg.rf.cf9af1971b72f66653d385b8cdfb5ca5.jpg,512,512,mask,132,160,227,333
11893820-3x2-xlarge_jpg.rf.cf9af1971b72f66653d385b8cdfb5ca5.jpg,512,512,mask,433,378,511,511
pjecDNMmCUQmbDoJx1fdqolnfHtpsfFK8jTA2Ng0wNg_jpeg.rf.d0c1ef824404b40328155873d425ee18.jpg,512,512,no-mask,380,125,443,265
pjecDNMmCUQmbDoJx1fdqolnfHtpsfFK8jTA2Ng0wNg_jpeg.rf.d0c1ef824404b40328155873d425ee18.jpg,512,512,mask,48,98,96,181
pjecDNMmCUQmbDoJx1fdqolnfHtpsfFK8jTA2Ng0wNg_jpeg.rf.d0c1ef824404b40328155873d425ee18.jpg,512,512,mask,134,135,181,213
pjecDNMmCUQmbDoJx1fdqolnfHtpsfFK8jTA2Ng0wNg_jpeg.rf.d0c1ef824404b40328155873d425ee18.jpg,512,512,mask,198,83,259,198
pjecDNMmCUQmbDoJx1fdqolnfHtpsfFK8jTA2Ng0wNg_jpeg.rf.d0c1ef824404b40328155873d425ee18.jpg,512,512,mask,302,170,348,249
pjecDNMmCUQmbDoJx1fdqolnfHtpsfFK8jTA2Ng0wNg_jpeg.rf.d0c1ef824404b40328155873d425ee18.jpg,512,512,mask,413,89,481,219
so-24---1-_jpg.rf.db16ea6bdd95c84906d5dc78de1ac1ac.jpg,512,512,mask,335,78,447,241
so-24---1-_jpg.rf.db16ea6bdd95c84906d5dc78de1ac1ac.jpg,512,512,mask,235,140,304,243
so-24---1-_jpg.rf.db16ea6bdd95c84906d5dc78de1ac1ac.jpg,512,512,mask,170,174,193,228
so-24---1-_jpg.rf.db16ea6bdd95c84906d5dc78de1ac1ac.jpg,512,512,mask,136,159,179,230
so-24---1-_jpg.rf.db16ea6bdd95c84906d5dc78de1ac1ac.jpg,512,512,mask,34,0,143,154
1000x-1_jpg.rf.c8a95a59f0e212d16a5c69caa230deef.jpg,512,512,mask,207,33,309,234
1000x-1_jpg.rf.c8a95a59f0e212d16a5c69caa230deef.jpg,512,512,mask,0,106,87,346
1000x-1_jpg.rf.c8a95a59f0e212d16a5c69caa230deef.jpg,512,512,mask,43,356,185,511
1000x-1_jpg.rf.c8a95a59f0e212d16a5c69caa230deef.jpg,512,512,no-mask,469,68,510,274
1000x-1_jpg.rf.c8a95a59f0e212d16a5c69caa230deef.jpg,512,512,no-mask,127,57,228,250
1000x-1_jpg.rf.c8a95a59f0e212d16a5c69caa230deef.jpg,512,512,no-mask,395,274,506,499
1000x-1_jpg.rf.c8a95a59f0e212d16a5c69caa230deef.jpg,512,512,mask,263,89,370,300
1_13_jpg.rf.d68c30ab4a6124eb82ed774fd04bc5d9.jpg,512,512,mask,7,34,47,188
1_13_jpg.rf.d68c30ab4a6124eb82ed774fd04bc5d9.jpg,512,512,mask,38,86,77,168
1_13_jpg.rf.d68c30ab4a6124eb82ed774fd04bc5d9.jpg,512,512,mask,185,0,218,21
1_13_jpg.rf.d68c30ab4a6124eb82ed774fd04bc5d9.jpg,512,512,mask,227,0,278,71
1_13_jpg.rf.d68c30ab4a6124eb82ed774fd04bc5d9.jpg,512,512,mask,318,5,361,29
1_13_jpg.rf.d68c30ab4a6124eb82ed774fd04bc5d9.jpg,512,512,mask,386,12,488,189
1249493_jpg.rf.d2ac58877a98ac243c2f130d45d7153d.jpg,512,512,no-mask,148,17,175,77
1249493_jpg.rf.d2ac58877a98ac243c2f130d45d7153d.jpg,512,512,mask,72,9,104,87
1249493_jpg.rf.d2ac58877a98ac243c2f130d45d7153d.jpg,512,512,mask,99,3,139,107
1249493_jpg.rf.d2ac58877a98ac243c2f130d45d7153d.jpg,512,512,mask,251,0,294,74
1249493_jpg.rf.d2ac58877a98ac243c2f130d45d7153d.jpg,512,512,mask,422,0,480,58
r1000019q679o5611r7_jpg.rf.d26b172ad1ce8232d20cfc4b07e9a275.jpg,512,512,mask,104,0,351,176
001_1024_jpeg.rf.c7ca104d707259abba4205f87ad83d29.jpg,512,512,mask,446,312,483,386
001_1024_jpeg.rf.c7ca104d707259abba4205f87ad83d29.jpg,512,512,mask,409,210,463,307
001_1024_jpeg.rf.c7ca104d707259abba4205f87ad83d29.jpg,512,512,mask,364,261,412,349
001_1024_jpeg.rf.c7ca104d707259abba4205f87ad83d29.jpg,512,512,mask,308,197,381,310
001_1024_jpeg.rf.c7ca104d707259abba4205f87ad83d29.jpg,512,512,mask,92,0,202,163
001_1024_jpeg.rf.c7ca104d707259abba4205f87ad83d29.jpg,512,512,mask,238,82,320,236
0_10725_jpg.rf.ceff5294b4a7e4c879ec70d85561c57b.jpg,512,512,mask,26,217,122,363
0_10725_jpg.rf.ceff5294b4a7e4c879ec70d85561c57b.jpg,512,512,mask,318,124,399,250
0_10725_jpg.rf.ceff5294b4a7e4c879ec70d85561c57b.jpg,512,512,no-mask,119,97,203,225
0_10725_jpg.rf.ceff5294b4a7e4c879ec70d85561c57b.jpg,512,512,no-mask,348,233,445,389
1580173904-0001oc33f_jpg.rf.ce0339e3cb148976f7e4a782d3474320.jpg,512,512,mask,342,134,360,170
1580173904-0001oc33f_jpg.rf.ce0339e3cb148976f7e4a782d3474320.jpg,512,512,mask,264,146,280,185
1580173904-0001oc33f_jpg.rf.ce0339e3cb148976f7e4a782d3474320.jpg,512,512,mask,473,142,490,182
1580173904-0001oc33f_jpg.rf.ce0339e3cb148976f7e4a782d3474320.jpg,512,512,mask,378,119,398,162
1580173904-0001oc33f_jpg.rf.ce0339e3cb148976f7e4a782d3474320.jpg,512,512,mask,328,175,370,260
1580173904-0001oc33f_jpg.rf.ce0339e3cb148976f7e4a782d3474320.jpg,512,512,mask,480,220,509,308
1580173904-0001oc33f_jpg.rf.ce0339e3cb148976f7e4a782d3474320.jpg,512,512,mask,397,124,465,251
1580173904-0001oc33f_jpg.rf.ce0339e3cb148976f7e4a782d3474320.jpg,512,512,mask,137,159,162,212
1580173904-0001oc33f_jpg.rf.ce0339e3cb148976f7e4a782d3474320.jpg,512,512,mask,102,191,145,280
1580173904-0001oc33f_jpg.rf.ce0339e3cb148976f7e4a782d3474320.jpg,512,512,mask,166,182,209,265
1580173904-0001oc33f_jpg.rf.ce0339e3cb148976f7e4a782d3474320.jpg,512,512,mask,281,140,328,255
1580173904-0001oc33f_jpg.rf.ce0339e3cb148976f7e4a782d3474320.jpg,512,512,mask,229,236,298,378
1580173904-0001oc33f_jpg.rf.ce0339e3cb148976f7e4a782d3474320.jpg,512,512,mask,0,166,75,441
rawImage_jpg.rf.e27a58158f70d03708aed225f288dbf8.jpg,512,512,mask,3,70,124,285
rawImage_jpg.rf.e27a58158f70d03708aed225f288dbf8.jpg,512,512,mask,160,11,248,145
rawImage_jpg.rf.e27a58158f70d03708aed225f288dbf8.jpg,512,512,mask,249,46,318,176
rawImage_jpg.rf.e27a58158f70d03708aed225f288dbf8.jpg,512,512,mask,321,148,417,313
rawImage_jpg.rf.e27a58158f70d03708aed225f288dbf8.jpg,512,512,mask,399,27,490,156
0450908675_50159485_mutation-virus-chine-inquietude_jpg.rf.db14685739d9e95e82a62200de29abbf.jpg,512,512,mask,78,9,147,122
0450908675_50159485_mutation-virus-chine-inquietude_jpg.rf.db14685739d9e95e82a62200de29abbf.jpg,512,512,mask,209,4,272,73
0450908675_50159485_mutation-virus-chine-inquietude_jpg.rf.db14685739d9e95e82a62200de29abbf.jpg,512,512,mask,184,158,243,248
0450908675_50159485_mutation-virus-chine-inquietude_jpg.rf.db14685739d9e95e82a62200de29abbf.jpg,512,512,no-mask,361,6,419,55
smartmi-3pcs-filter-mask-pm25-haze-dustproof-mask-with-vent_jpg.rf.d42d2dce59178704c69171f8a5e0b0d8.jpg,512,512,mask,372,103,509,348
smartmi-3pcs-filter-mask-pm25-haze-dustproof-mask-with-vent_jpg.rf.d42d2dce59178704c69171f8a5e0b0d8.jpg,512,512,mask,0,35,204,346
1579683152-0e3ba5698b090c0fda95caa5d2aa7b31_jpg.rf.e58102f18528a214fb0e2e9d8eb4a06a.jpg,512,512,mask,13,2,197,228
1024x737_09186876046_jpg.rf.e557fb3b9204b7b4759c3315d9057842.jpg,512,512,no-mask,249,0,353,115
1024x737_09186876046_jpg.rf.e557fb3b9204b7b4759c3315d9057842.jpg,512,512,no-mask,55,0,175,111
1024x737_09186876046_jpg.rf.e557fb3b9204b7b4759c3315d9057842.jpg,512,512,mask,336,31,423,196
1024x737_09186876046_jpg.rf.e557fb3b9204b7b4759c3315d9057842.jpg,512,512,mask,386,40,511,258
1024x737_09186876046_jpg.rf.e557fb3b9204b7b4759c3315d9057842.jpg,512,512,mask,99,50,206,252
1024x737_09186876046_jpg.rf.e557fb3b9204b7b4759c3315d9057842.jpg,512,512,mask,177,63,310,276
1024x737_09186876046_jpg.rf.e557fb3b9204b7b4759c3315d9057842.jpg,512,512,mask,1,57,135,281
skypost16012020a01s_jpg.rf.d096ae3909fb8a3e17f50ccd2c8f48de.jpg,512,512,no-mask,109,49,168,165
skypost16012020a01s_jpg.rf.d096ae3909fb8a3e17f50ccd2c8f48de.jpg,512,512,no-mask,0,87,37,213
skypost16012020a01s_jpg.rf.d096ae3909fb8a3e17f50ccd2c8f48de.jpg,512,512,no-mask,175,358,283,509
skypost16012020a01s_jpg.rf.d096ae3909fb8a3e17f50ccd2c8f48de.jpg,512,512,no-mask,155,261,249,420
skypost16012020a01s_jpg.rf.d096ae3909fb8a3e17f50ccd2c8f48de.jpg,512,512,no-mask,223,132,291,286
skypost16012020a01s_jpg.rf.d096ae3909fb8a3e17f50ccd2c8f48de.jpg,512,512,no-mask,266,91,332,236
skypost16012020a01s_jpg.rf.d096ae3909fb8a3e17f50ccd2c8f48de.jpg,512,512,no-mask,433,76,508,230
skypost16012020a01s_jpg.rf.d096ae3909fb8a3e17f50ccd2c8f48de.jpg,512,512,no-mask,481,155,510,330
skypost16012020a01s_jpg.rf.d096ae3909fb8a3e17f50ccd2c8f48de.jpg,512,512,no-mask,483,316,509,474
skypost16012020a01s_jpg.rf.d096ae3909fb8a3e17f50ccd2c8f48de.jpg,512,512,no-mask,376,264,469,459
skypost16012020a01s_jpg.rf.d096ae3909fb8a3e17f50ccd2c8f48de.jpg,512,512,mask,3,336,101,511
skypost16012020a01s_jpg.rf.d096ae3909fb8a3e17f50ccd2c8f48de.jpg,512,512,mask,297,255,397,466
rawImage_jpg.rf.e8610beef00213d7bfc9f18a6cad6d60.jpg,512,512,mask,0,60,100,284
rawImage_jpg.rf.e8610beef00213d7bfc9f18a6cad6d60.jpg,512,512,mask,140,0,228,125
rawImage_jpg.rf.e8610beef00213d7bfc9f18a6cad6d60.jpg,512,512,mask,237,15,303,151
rawImage_jpg.rf.e8610beef00213d7bfc9f18a6cad6d60.jpg,512,512,mask,321,117,414,288
rawImage_jpg.rf.e8610beef00213d7bfc9f18a6cad6d60.jpg,512,512,mask,395,0,485,115
1030611863_jpg.rf.cfaf7bcee140087721c4221b070848aa.jpg,512,512,mask,406,205,418,229
1030611863_jpg.rf.cfaf7bcee140087721c4221b070848aa.jpg,512,512,mask,10,185,29,223
1030611863_jpg.rf.cfaf7bcee140087721c4221b070848aa.jpg,512,512,no-mask,213,191,232,226
1030611863_jpg.rf.cfaf7bcee140087721c4221b070848aa.jpg,512,512,mask,160,168,204,264
1030611863_jpg.rf.cfaf7bcee140087721c4221b070848aa.jpg,512,512,mask,246,149,297,260
1030611863_jpg.rf.cfaf7bcee140087721c4221b070848aa.jpg,512,512,mask,312,126,361,223
1030611863_jpg.rf.cfaf7bcee140087721c4221b070848aa.jpg,512,512,no-mask,501,211,509,256
1030611863_jpg.rf.cfaf7bcee140087721c4221b070848aa.jpg,512,512,no-mask,371,194,391,236
stsciRq_png.rf.d343f1f555bd0700d837365121c9ea9a.jpg,512,512,mask,170,370,379,486
stsciRq_png.rf.d343f1f555bd0700d837365121c9ea9a.jpg,512,512,mask,124,112,416,291
thai_cov-transmission030220_jpg.rf.ee39e5bba7b1c24f08f09b27d7dfc1ac.jpg,512,512,mask,104,0,137,45
thai_cov-transmission030220_jpg.rf.ee39e5bba7b1c24f08f09b27d7dfc1ac.jpg,512,512,mask,265,23,293,118
thai_cov-transmission030220_jpg.rf.ee39e5bba7b1c24f08f09b27d7dfc1ac.jpg,512,512,mask,347,0,412,125
thai_cov-transmission030220_jpg.rf.ee39e5bba7b1c24f08f09b27d7dfc1ac.jpg,512,512,mask,392,0,484,77
thai_cov-transmission030220_jpg.rf.ee39e5bba7b1c24f08f09b27d7dfc1ac.jpg,512,512,mask,323,13,366,136
thai_cov-transmission030220_jpg.rf.ee39e5bba7b1c24f08f09b27d7dfc1ac.jpg,512,512,mask,286,0,335,114
thai_cov-transmission030220_jpg.rf.ee39e5bba7b1c24f08f09b27d7dfc1ac.jpg,512,512,mask,15,34,42,103
thai_cov-transmission030220_jpg.rf.ee39e5bba7b1c24f08f09b27d7dfc1ac.jpg,512,512,mask,86,18,118,97
thai_cov-transmission030220_jpg.rf.ee39e5bba7b1c24f08f09b27d7dfc1ac.jpg,512,512,mask,46,4,101,98
thai_cov-transmission030220_jpg.rf.ee39e5bba7b1c24f08f09b27d7dfc1ac.jpg,512,512,mask,109,13,163,112
thai_cov-transmission030220_jpg.rf.ee39e5bba7b1c24f08f09b27d7dfc1ac.jpg,512,512,mask,168,0,221,73
thai_cov-transmission030220_jpg.rf.ee39e5bba7b1c24f08f09b27d7dfc1ac.jpg,512,512,mask,152,30,211,152
thai_cov-transmission030220_jpg.rf.ee39e5bba7b1c24f08f09b27d7dfc1ac.jpg,512,512,mask,138,188,206,319
1140-travelers-at-hong-kong-airport_jpg.rf.dc140832fc130cb5120513b4a8cf4937.jpg,512,512,mask,362,0,427,74
1140-travelers-at-hong-kong-airport_jpg.rf.dc140832fc130cb5120513b4a8cf4937.jpg,512,512,mask,227,187,279,289
TASS38012699_jpg.rf.e07e41d360bd1e554802408818e4ae00.jpg,512,512,no-mask,185,247,211,294
TASS38012699_jpg.rf.e07e41d360bd1e554802408818e4ae00.jpg,512,512,no-mask,84,287,126,361
TASS38012699_jpg.rf.e07e41d360bd1e554802408818e4ae00.jpg,512,512,no-mask,131,366,192,474
TASS38012699_jpg.rf.e07e41d360bd1e554802408818e4ae00.jpg,512,512,no-mask,465,199,504,285
TASS38012699_jpg.rf.e07e41d360bd1e554802408818e4ae00.jpg,512,512,no-mask,172,340,237,447
TASS38012699_jpg.rf.e07e41d360bd1e554802408818e4ae00.jpg,512,512,no-mask,228,167,264,233
TASS38012699_jpg.rf.e07e41d360bd1e554802408818e4ae00.jpg,512,512,no-mask,3,251,32,346
TASS38012699_jpg.rf.e07e41d360bd1e554802408818e4ae00.jpg,512,512,mask,271,58,327,169
PRI_129079114_1580299603_195_jpg.rf.e1afd732aa360dfb5ef7d89ad80346e1.jpg,512,512,mask,283,6,481,358
PRI_129079114_1580299603_195_jpg.rf.e1afd732aa360dfb5ef7d89ad80346e1.jpg,512,512,mask,13,0,291,355
1_R_kFK9pNLfKAuopY_lAaPQ_jpeg.rf.ee632f8fb8be589d686951e375f8029b.jpg,512,512,no-mask,144,287,174,335
1_R_kFK9pNLfKAuopY_lAaPQ_jpeg.rf.ee632f8fb8be589d686951e375f8029b.jpg,512,512,mask,431,192,479,279
1_R_kFK9pNLfKAuopY_lAaPQ_jpeg.rf.ee632f8fb8be589d686951e375f8029b.jpg,512,512,mask,370,206,412,291
sdsdsff_jpg.rf.d7d41a2f9d18f8b4d92a60b1686afd2b.jpg,512,512,mask,328,0,412,94
sdsdsff_jpg.rf.d7d41a2f9d18f8b4d92a60b1686afd2b.jpg,512,512,mask,225,0,319,109
sdsdsff_jpg.rf.d7d41a2f9d18f8b4d92a60b1686afd2b.jpg,512,512,mask,95,22,171,139
sdsdsff_jpg.rf.d7d41a2f9d18f8b4d92a60b1686afd2b.jpg,512,512,mask,0,18,44,123
135e-huxwryw6451820_jpg.rf.cd332aa8fd010adbd8bb290de9ec68a4.jpg,512,512,mask,37,1,496,425
TASS38012699_jpg.rf.ef0f127726ce0ed902c152d33203cbff.jpg,512,512,no-mask,167,237,194,287
TASS38012699_jpg.rf.ef0f127726ce0ed902c152d33203cbff.jpg,512,512,no-mask,62,282,104,361
TASS38012699_jpg.rf.ef0f127726ce0ed902c152d33203cbff.jpg,512,512,no-mask,114,364,177,478
TASS38012699_jpg.rf.ef0f127726ce0ed902c152d33203cbff.jpg,512,512,no-mask,461,179,502,269
TASS38012699_jpg.rf.ef0f127726ce0ed902c152d33203cbff.jpg,512,512,no-mask,156,336,224,448
TASS38012699_jpg.rf.ef0f127726ce0ed902c152d33203cbff.jpg,512,512,no-mask,210,153,246,220
TASS38012699_jpg.rf.ef0f127726ce0ed902c152d33203cbff.jpg,512,512,mask,254,36,312,152
1000x-1_jpg.rf.ec385998eee7a7cb5547688ae6d88b1d.jpg,512,512,mask,152,0,250,137
1000x-1_jpg.rf.ec385998eee7a7cb5547688ae6d88b1d.jpg,512,512,mask,0,265,122,511
1000x-1_jpg.rf.ec385998eee7a7cb5547688ae6d88b1d.jpg,512,512,no-mask,426,0,508,181
1000x-1_jpg.rf.ec385998eee7a7cb5547688ae6d88b1d.jpg,512,512,no-mask,66,2,165,154
1000x-1_jpg.rf.ec385998eee7a7cb5547688ae6d88b1d.jpg,512,512,no-mask,348,180,471,418
1000x-1_jpg.rf.ec385998eee7a7cb5547688ae6d88b1d.jpg,512,512,mask,206,0,315,209
Untitled-design-13_png.rf.ee4a7d6b88e521a53068e8aacff40dc5.jpg,512,512,mask,221,158,347,373
1024x576_939430607723_jpg.rf.dd526c26e3d832ba7a22a586d4616dcf.jpg,512,512,mask,426,24,499,163
1024x576_939430607723_jpg.rf.dd526c26e3d832ba7a22a586d4616dcf.jpg,512,512,mask,316,93,370,193
1024x576_939430607723_jpg.rf.dd526c26e3d832ba7a22a586d4616dcf.jpg,512,512,mask,242,0,302,114
1024x576_939430607723_jpg.rf.dd526c26e3d832ba7a22a586d4616dcf.jpg,512,512,mask,179,24,238,132
1024x576_939430607723_jpg.rf.dd526c26e3d832ba7a22a586d4616dcf.jpg,512,512,mask,43,77,101,187
1024x576_939430607723_jpg.rf.dd526c26e3d832ba7a22a586d4616dcf.jpg,512,512,mask,1,54,28,160
1042977068_jpg.rf.eee3dc3e573a8a5cc1b430ea68a89df9.jpg,512,512,mask,65,109,106,192
1042977068_jpg.rf.eee3dc3e573a8a5cc1b430ea68a89df9.jpg,512,512,mask,177,71,231,184
1042977068_jpg.rf.eee3dc3e573a8a5cc1b430ea68a89df9.jpg,512,512,mask,281,5,341,92
PRI_129079114_1580299603_195_jpg.rf.ebd9616911cedeab814a6dd9414b83a6.jpg,512,512,mask,81,173,316,510
PRI_129079114_1580299603_195_jpg.rf.ebd9616911cedeab814a6dd9414b83a6.jpg,512,512,mask,293,29,511,507
1155x768_20200129000089_jpg.rf.d8e8437b7a313e797774b8416f368117.jpg,512,512,mask,15,16,108,178
1155x768_20200129000089_jpg.rf.d8e8437b7a313e797774b8416f368117.jpg,512,512,mask,226,4,335,215
0200b38c89b16c37c5de8e247bb00c2f_jpg.rf.dedbec470ad5a8897142b757541cd05f.jpg,512,512,mask,286,47,344,133
0200b38c89b16c37c5de8e247bb00c2f_jpg.rf.dedbec470ad5a8897142b757541cd05f.jpg,512,512,no-mask,108,120,149,177
0200b38c89b16c37c5de8e247bb00c2f_jpg.rf.dedbec470ad5a8897142b757541cd05f.jpg,512,512,no-mask,161,43,205,107
1422808187-3291816118_jpg.rf.e39903ef7a66e9bb07fe766c07cd5b25.jpg,512,512,mask,107,13,330,316
1152x768_246964803156_jpg.rf.e9a9dd7fc1b45f3657adb2adb6a1829a.jpg,512,512,mask,232,63,283,144
1152x768_246964803156_jpg.rf.e9a9dd7fc1b45f3657adb2adb6a1829a.jpg,512,512,mask,34,71,59,125
1152x768_246964803156_jpg.rf.e9a9dd7fc1b45f3657adb2adb6a1829a.jpg,512,512,no-mask,20,30,49,78
1152x768_246964803156_jpg.rf.e9a9dd7fc1b45f3657adb2adb6a1829a.jpg,512,512,no-mask,333,40,369,105
1152x768_246964803156_jpg.rf.e9a9dd7fc1b45f3657adb2adb6a1829a.jpg,512,512,mask,74,62,117,130
1152x768_246964803156_jpg.rf.e9a9dd7fc1b45f3657adb2adb6a1829a.jpg,512,512,mask,404,12,458,107
1152x768_246964803156_jpg.rf.e9a9dd7fc1b45f3657adb2adb6a1829a.jpg,512,512,no-mask,292,42,331,108
1152x768_246964803156_jpg.rf.e9a9dd7fc1b45f3657adb2adb6a1829a.jpg,512,512,no-mask,122,32,153,80
1152x768_246964803156_jpg.rf.e9a9dd7fc1b45f3657adb2adb6a1829a.jpg,512,512,no-mask,169,39,206,109
1580048340614_jpg.rf.ed52c50adbb01fad182d905e22f5ea27.jpg,512,512,no-mask,119,121,168,235
1580048340614_jpg.rf.ed52c50adbb01fad182d905e22f5ea27.jpg,512,512,no-mask,314,17,352,92
1580048340614_jpg.rf.ed52c50adbb01fad182d905e22f5ea27.jpg,512,512,mask,322,312,435,507
